business_postal_code,inspection_score,inspection_type,violation_description,risk_category
94110,80.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94124,,Reinspection/Followup,Sewage or wastewater contamination,High Risk
94111,,Reinspection/Followup,,
94118,,Reinspection/Followup,,
94124,98.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94118,74.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94108,,Reinspection/Followup,,
94118,,Reinspection/Followup,,
94118,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94108,,Complaint,,
94103,,Reinspection/Followup,,
94104,,Reinspection/Followup,,
94110,,Reinspection/Followup,,
94110,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94111,100.0,Routine - Unscheduled,,
94110,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94133,,Reinspection/Followup,,
94134,100.0,Routine - Unscheduled,,
94121,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94105,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94107,,Complaint,,
94110,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94123,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94102,92.0,Routine - Unscheduled,Improper food storage,Low Risk
94110,62.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94103,73.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94102,73.0,Routine - Unscheduled,Improper food storage,Low Risk
94131,89.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94112,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94107,74.0,Routine - Unscheduled,Other low risk violation,Low Risk
94121,69.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94124,100.0,Routine - Unscheduled,,
94121,70.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94134,100.0,Routine - Unscheduled,,
94107,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94108,100.0,Routine - Unscheduled,,
94102,,Reinspection/Followup,,
94109,79.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94117,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94111,81.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94133,,Complaint Reinspection/Followup,,
94115,93.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94133,79.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94122,82.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94121,72.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94133,,Reinspection/Followup,,
94104,90.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94114,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94127,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,,Reinspection/Followup,,
94111,92.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94110,84.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94112,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94108,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,90.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk
94109,100.0,Routine - Unscheduled,,
94103,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,,Reinspection/Followup,,
94104,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94108,87.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94131,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94108,92.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk
94132,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94114,,Reinspection/Followup,,
94102,75.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94110,87.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94114,,Reinspection/Followup,,
94133,71.0,Routine - Unscheduled,,
94127,73.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94133,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94105,94.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk
94118,71.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94109,,Reinspection/Followup,,
94103,,Reinspection/Followup,,
94118,74.0,Routine - Unscheduled,Improper food storage,Low Risk
94118,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94103,96.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk
94117,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94109,76.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94107,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94104,86.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94131,,Reinspection/Followup,,
94107,,Reinspection/Followup,,
94121,77.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94109,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94114,,Reinspection/Followup,Low risk vermin infestation,Low Risk
94109,79.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94122,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,,Reinspection/Followup,,
94123,,Reinspection/Followup,,
94110,92.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94115,94.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,85.0,Routine - Unscheduled,Improper cooling methods,High Risk
94111,93.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94102,,Reinspection/Followup,,
94122,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94109,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,,Complaint,,
94123,80.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94102,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94102,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94108,74.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,90.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94109,,Reinspection/Followup,,
94108,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94115,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94133,78.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94115,87.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94102,81.0,Routine - Unscheduled,Improper cooling methods,High Risk
94123,,Complaint Reinspection/Followup,,
94109,100.0,Routine - Unscheduled,,
94111,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94123,,Reinspection/Followup,Unclean or degraded floors walls or ceilings,Low Risk
94112,,Non-inspection site visit,,
94123,79.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94118,,Reinspection/Followup,,
94121,78.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94111,98.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94102,,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94118,79.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk
94114,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94115,,Reinspection/Followup,,
94111,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94123,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94114,,Complaint,,
94111,100.0,Routine - Unscheduled,,
94122,84.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94118,100.0,Routine - Unscheduled,,
94103,92.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk
94103,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94132,90.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94127,100.0,Routine - Unscheduled,,
94115,89.0,Routine - Unscheduled,Other low risk violation,Low Risk
94110,,Complaint,,
94110,90.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94107,,Reinspection/Followup,,
94114,87.0,Routine - Unscheduled,Sewage or wastewater contamination,High Risk
94102,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94112,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,82.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94109,,Complaint,,
94103,72.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94102,81.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94121,,Reinspection/Followup,,
94109,100.0,Routine - Unscheduled,,
94112,92.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94121,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94131,,Reinspection/Followup,,
94127,86.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94132,,Reinspection/Followup,,
94102,100.0,Routine - Unscheduled,,
94104,84.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94124,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94107,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94114,100.0,Routine - Unscheduled,,
94110,84.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94121,,Reinspection/Followup,,
94110,77.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94114,90.0,Routine - Unscheduled,,
94108,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,77.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94110,75.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94112,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94121,92.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94103,96.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94103,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94118,68.0,Routine - Unscheduled,Improper food storage,Low Risk
94134,76.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94110,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94103,,Reinspection/Followup,,
94104,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94109,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94111,68.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94132,80.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94121,,Reinspection/Followup,,
94121,80.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94132,,Reinspection/Followup,Inadequate ventilation or lighting,Low Risk
94108,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94115,86.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94132,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,92.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94110,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94124,,Complaint Reinspection/Followup,,
94117,100.0,Routine - Unscheduled,,
94111,78.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk
94118,68.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94108,,Non-inspection site visit,,
94118,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94158,,New Construction,,
94122,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94115,100.0,Routine - Unscheduled,,
94110,,Reinspection/Followup,,
94108,81.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94105,,Reinspection/Followup,,
94117,84.0,Routine - Unscheduled,Improper food storage,Low Risk
94123,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94104,82.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94112,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94117,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94123,82.0,Routine - Unscheduled,No person in charge of food facility,Low Risk
94104,84.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk
94102,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94110,100.0,Routine - Unscheduled,,
94132,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,74.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94107,98.0,Routine - Unscheduled,Improper food storage,Low Risk
94132,,Reinspection/Followup,,
94112,85.0,Routine - Unscheduled,Improper cooling methods,High Risk
94102,,Non-inspection site visit,,
94102,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94133,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
